element,web_name,team,team_name,next_opponent_id,next_opponent_name,is_home,opponent_strength,now_cost,selected_by_percent,element_type,code,team_code,opponent_team_code,ict_index,status,chance_of_playing_next_round,news,recent_form,recent_clean_sheets,recent_saves,recent_goals_conceded,recent_goals_scored,recent_assists,recent_threat,recent_influence,recent_creativity,recent_penalties_saved
166,Ayari,6,Brighton,12,Liverpool,0,4,49,0.2,3,509416,36,14,41.6,d,75.0,Muscle injury - 75% chance of playing,2.0,0.4,0.0,0.2,0.0,0.0,1.6,6.0,3.4,0.0
167,Baleba,6,Brighton,12,Liverpool,0,4,46,1.8,3,535301,36,14,13.4,a,,,1.8,0.2,0.0,0.8,0.0,0.0,0.2,6.16,3.94,0.0
169,Gomez,6,Brighton,12,Liverpool,0,4,49,0.2,3,514254,36,14,60.1,a,100.0,,2.0,0.4,0.0,1.2,0.0,0.0,20.6,14.280000000000001,20.34,0.0
170,Milner,6,Brighton,12,Liverpool,0,4,49,0.1,3,15157,36,14,16.8,i,0.0,Muscle injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Sarmiento,6,Brighton,12,Liverpool,0,4,49,0.0,3,441192,36,14,0.0,u,0.0,has joined Cremonese on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Watson,6,Brighton,12,Liverpool,0,4,48,0.0,3,549074,36,14,1.4,a,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Wieffer,6,Brighton,12,Liverpool,0,4,49,0.4,3,467779,36,14,55.3,a,100.0,,4.2,0.4,0.0,1.2,0.0,0.2,12.2,22.360000000000003,17.52,0.0
174,Yalcouye,6,Brighton,12,Liverpool,0,4,50,0.0,3,611695,36,14,0.0,u,0.0,Has joined Swansea City on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Knight,6,Brighton,12,Liverpool,0,4,44,0.1,3,567121,36,14,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Mazilu,6,Brighton,12,Liverpool,0,4,45,0.0,3,550141,36,14,0.0,u,0.0,has joined Dinamo Bucharest permanently.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Moran,6,Brighton,12,Liverpool,0,4,45,0.0,3,513834,36,14,0.0,u,0.0,Has joined Los Angeles FC on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Welbeck,6,Brighton,12,Liverpool,0,4,66,9.6,4,50175,36,14,68.4,a,,,3.0,0.4,0.0,0.6,0.2,0.0,20.2,8.84,5.0600000000000005,0.0
179,Ferguson,6,Brighton,12,Liverpool,0,4,55,0.0,4,487117,36,14,0.0,u,0.0,Has joined AS Roma on loan for the rest of the season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Tzimas,6,Brighton,12,Liverpool,0,4,53,0.1,4,608181,36,14,17.7,i,0.0,Knee injury - Unknown return date,1.4,0.0,0.0,0.0,0.2,0.0,4.2,7.640000000000001,0.9,0.0
181,Kostoulas,6,Brighton,12,Liverpool,0,4,48,0.3,4,647850,36,14,18.2,a,,,0.6,0.0,0.0,0.4,0.0,0.0,11.8,2.84,6.62,0.0
744,Oriola,6,Brighton,12,Liverpool,0,4,45,0.0,3,556637,36,14,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Weiss,3,Burnley,10,Fulham,1,3,43,0.1,1,518030,90,54,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Green,3,Burnley,10,Fulham,1,3,40,0.2,1,489571,90,54,0.0,u,0.0,has joined FC Fredericia permanently.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Hladký,3,Burnley,10,Fulham,1,3,39,0.2,1,51943,90,54,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Roberts,3,Burnley,10,Fulham,1,3,44,0.0,2,192290,90,54,0.0,i,0.0,Achilles injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Walker,3,Burnley,10,Fulham,1,3,44,1.3,2,58621,90,54,33.2,s,0.0,Suspended until 20 Dec,1.0,0.0,0.0,2.2,0.0,0.0,0.4,15.559999999999999,7.539999999999997,0.0
188,Delcroix,3,Burnley,10,Fulham,1,3,38,0.3,2,247245,90,54,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Dodgson,3,Burnley,10,Fulham,1,3,40,0.0,2,461567,90,54,0.0,u,0.0,Has joined Stockport County on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Ekdal,3,Burnley,10,Fulham,1,3,39,0.9,2,478969,90,54,26.5,a,,,1.0,0.0,0.0,0.6,0.0,0.0,1.2,7.959999999999999,0.28,0.0
191,Estève,3,Burnley,10,Fulham,1,3,39,11.5,2,477717,90,54,44.1,a,,,3.2,0.0,0.0,2.2,0.0,0.0,2.0,28.559999999999995,7.779999999999999,0.0
192,Hartman,3,Burnley,10,Fulham,1,3,40,1.0,2,494960,90,54,57.0,a,,,1.4,0.0,0.0,1.6,0.0,0.0,3.0,13.36,14.460000000000003,0.0
193,Humphreys,3,Burnley,10,Fulham,1,3,39,0.1,2,461188,90,54,0.0,i,0.0,Muscle injury - Expected back 03 Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Jordan,3,Burnley,10,Fulham,1,3,40,0.1,2,241231,90,54,0.0,i,0.0,Hamstring injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Lucas Pires,3,Burnley,10,Fulham,1,3,38,0.2,2,549329,90,54,2.6,s,0.0,Suspended until 20 Dec,-0.4,0.0,0.0,0.6,0.0,0.0,0.4,0.8800000000000001,4.2,0.0
196,Sambo,3,Burnley,10,Fulham,1,3,40,0.0,2,450072,90,54,0.0,u,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Sonne,3,Burnley,10,Fulham,1,3,38,0.1,2,519895,90,54,3.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Tuanzebe,3,Burnley,10,Fulham,1,3,39,1.5,2,180804,90,54,15.0,d,50.0,Knock - 50% chance of playing,0.8,0.0,0.0,1.6,0.0,0.0,0.0,11.08,0.33999999999999997,0.0
199,Worrall,3,Burnley,10,Fulham,1,3,39,0.2,2,208912,90,54,2.8,a,,,0.2,0.0,0.0,0.0,0.0,0.0,0.4,2.7600000000000002,0.06,0.0
200,Anthony,3,Burnley,10,Fulham,1,3,53,3.0,3,444180,90,54,69.4,a,100.0,,2.0,0.0,0.0,1.4,0.0,0.2,9.2,5.079999999999999,17.22,0.0
201,Benson,3,Burnley,10,Fulham,1,3,54,0.0,3,183751,90,54,0.0,u,0.0,has joined Swansea City on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Bruun Larsen,3,Burnley,10,Fulham,1,3,53,0.0,3,179458,90,54,25.7,a,100.0,,1.2,0.0,0.0,1.6,0.0,0.0,8.0,6.6,8.36,0.0
203,Boateng,3,Burnley,10,Fulham,1,3,47,0.0,3,578614,90,54,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Churlinov,3,Burnley,10,Fulham,1,3,49,0.0,3,250735,90,54,0.0,u,0.0,has joined Kocaelispor  permanently.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Cullen,3,Burnley,10,Fulham,1,3,50,2.0,3,172567,90,54,56.6,a,,,4.0,0.0,0.0,1.8,0.2,0.0,8.8,15.88,8.36,0.0
206,Edwards,3,Burnley,10,Fulham,1,3,47,0.1,3,174592,90,54,7.0,a,,,0.6,0.0,0.0,0.2,0.0,0.0,5.4,2.0,5.9,0.0
207,Hannibal,3,Burnley,10,Fulham,1,3,48,0.1,3,465527,90,54,19.1,s,0.0,Suspended until 30 Dec,1.0,0.0,0.0,0.6,0.0,0.2,3.4,3.4799999999999995,9.280000000000001,0.0
208,Koleosho,3,Burnley,10,Fulham,1,3,50,0.0,3,487702,90,54,0.0,u,0.0,Has joined Espanyol on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Laurent,3,Burnley,10,Fulham,1,3,48,0.0,3,167887,90,54,15.6,a,,,0.4,0.0,0.0,0.8,0.0,0.0,0.0,2.16,3.54,0.0
210,Tchaouna,3,Burnley,10,Fulham,1,3,49,0.0,3,469272,90,54,20.5,a,,,1.6,0.2,0.0,0.6,0.0,0.0,6.4,3.7999999999999994,4.7,0.0
211,A.Ramsey,3,Burnley,10,Fulham,1,3,44,1.7,3,447715,90,54,0.0,u,0.0,has joined Leicester City on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Adewumi,3,Burnley,10,Fulham,1,3,45,0.0,3,576323,90,54,0.0,u,0.0,Has joined Cercle Brugge on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Banel,3,Burnley,10,Fulham,1,3,45,0.0,3,551206,90,54,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Trésor,3,Burnley,10,Fulham,1,3,44,0.1,3,437748,90,54,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Flemming,3,Burnley,10,Fulham,1,3,53,0.6,4,431639,90,54,43.1,a,,,3.8,0.0,0.0,1.2,0.6,0.0,20.4,22.84,3.7,0.0
216,Amdouni,3,Burnley,10,Fulham,1,3,48,0.0,4,492831,90,54,0.0,i,0.0,Knee injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Foster,3,Burnley,10,Fulham,1,3,50,1.2,4,435973,90,54,33.5,a,100.0,,1.2,0.2,0.0,0.8,0.0,0.0,7.6,1.3599999999999999,3.38,0.0
218,Barnes,3,Burnley,10,Fulham,1,3,43,1.2,4,44699,90,54,0.1,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Obafemi,3,Burnley,10,Fulham,1,3,44,0.1,4,220598,90,54,0.0,u,0.0,has joined VfL Bochum  on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Dúbravka,3,Burnley,10,Fulham,1,3,40,33.6,1,67089,90,54,43.2,a,100.0,,2.0,0.0,3.0,2.2,0.0,0.0,0.0,20.839999999999996,0.0,0.0
676,Ugochukwu,3,Burnley,10,Fulham,1,3,50,0.1,3,503714,90,54,32.3,a,100.0,,2.2,0.0,0.0,1.4,0.0,0.2,10.4,4.8,8.34,0.0
680,Broja,3,Burnley,10,Fulham,1,3,52,0.1,4,440323,90,54,10.2,a,100.0,,1.2,0.0,0.0,1.4,0.0,0.0,11.2,2.68,3.8,0.0
722,Florentino,3,Burnley,10,Fulham,1,3,50,0.0,3,216055,90,54,35.1,a,,,3.0,0.2,0.0,1.4,0.0,0.0,3.8,15.4,8.02,0.0
314,Leno,10,Fulham,3,Burnley,0,3,49,1.7,1,80201,54,90,32.0,a,,,2.0,0.2,1.6,2.0,0.0,0.0,0.0,15.319999999999999,0.0,0.0
315,Benda,10,Fulham,3,Burnley,0,3,40,0.0,1,428971,54,90,0.0,u,0.0,Has joined Millwall on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Robinson,10,Fulham,3,Burnley,0,3,49,0.4,2,169528,54,90,4.1,d,75.0,Lack of match fitness - 75% chance of playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Andersen,10,Fulham,3,Burnley,0,3,46,4.8,2,174874,54,90,48.0,a,100.0,,3.6,0.2,0.0,2.0,0.0,0.0,3.4,30.240000000000002,7.159999999999999,0.0
318,Bassey,10,Fulham,3,Burnley,0,3,45,0.6,2,232892,54,90,36.1,a,,,4.0,0.2,0.0,2.0,0.0,0.0,0.8,26.560000000000002,9.26,0.0
319,Castagne,10,Fulham,3,Burnley,0,3,43,0.1,2,166477,54,90,21.0,a,,,1.2,0.0,0.0,0.8,0.0,0.2,0.8,5.48,4.0,0.0
320,Diop,10,Fulham,3,Burnley,0,3,43,0.1,2,219924,54,90,4.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,J.Cuenca,10,Fulham,3,Burnley,0,3,43,0.0,2,246301,54,90,5.1,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Tete,10,Fulham,3,Burnley,0,3,45,0.6,2,167074,54,90,44.6,a,100.0,,4.8,0.2,0.0,1.6,0.2,0.0,5.2,29.439999999999998,10.28,0.0
323,Amissah,10,Fulham,3,Burnley,0,3,38,0.1,2,591385,54,90,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Iwobi,10,Fulham,3,Burnley,0,3,64,1.3,3,153133,54,90,76.7,a,,,3.2,0.2,0.0,2.0,0.2,0.0,13.8,19.84,16.22,0.0
325,Smith Rowe,10,Fulham,3,Burnley,0,3,56,0.5,3,209289,54,90,33.3,a,100.0,,2.4,0.0,0.0,1.2,0.2,0.0,16.8,9.76,4.3,0.0
326,Adama,10,Fulham,3,Burnley,0,3,51,0.1,3,159533,54,90,13.1,a,,,0.4,0.0,0.0,0.2,0.0,0.0,3.8,0.52,0.52,0.0
327,Andreas,10,Fulham,3,Burnley,0,3,53,0.1,3,156689,54,90,0.0,u,0.0,has joined Palmeiras permanently.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Sessegnon,10,Fulham,3,Burnley,0,3,54,0.5,3,184349,54,90,47.4,i,0.0,Hamstring injury - Unknown return date,2.6,0.2,0.0,1.6,0.0,0.0,5.2,11.48,4.299999999999999,0.0
329,Wilson,10,Fulham,3,Burnley,0,3,53,3.5,3,153682,54,90,63.6,a,100.0,,5.8,0.2,0.0,1.8,0.4,0.4,14.2,22.520000000000003,14.26,0.0
330,Berge,10,Fulham,3,Burnley,0,3,49,0.1,3,207189,54,90,39.5,a,,,1.8,0.2,0.0,1.8,0.0,0.0,2.6,14.280000000000001,15.419999999999998,0.0
331,Cairney,10,Fulham,3,Burnley,0,3,48,0.0,3,76357,54,90,8.0,a,100.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.86,0.0
332,Lukić,10,Fulham,3,Burnley,0,3,50,0.1,3,212314,54,90,46.8,a,100.0,,0.6,0.0,0.0,1.0,0.0,0.0,0.0,6.5200000000000005,5.1,0.0
333,Godo,10,Fulham,3,Burnley,0,3,45,0.0,3,573062,54,90,0.0,u,0.0,has joined Strasbourg permanently.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Harris,10,Fulham,3,Burnley,0,3,45,0.0,3,515024,54,90,0.0,u,0.0,Has joined Oxford United on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,King,10,Fulham,3,Burnley,0,3,45,3.2,3,577725,54,90,34.5,a,,,2.2,0.2,0.0,0.6,0.0,0.2,4.6,7.639999999999999,8.96,0.0
336,Reed,10,Fulham,3,Burnley,0,3,43,0.3,3,153366,54,90,0.0,a,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0
337,Raúl,10,Fulham,3,Burnley,0,3,62,1.8,4,102057,54,90,47.7,a,100.0,,3.0,0.2,0.0,1.8,0.2,0.2,21.0,14.0,9.42,0.0
338,Muniz,10,Fulham,3,Burnley,0,3,54,0.8,4,244042,54,90,22.2,i,0.0,Hamstring injury - Expected back 01 Jan,0.2,0.0,0.0,0.0,0.0,0.0,3.4,0.4,0.06,0.0
664,Lecomte,10,Fulham,3,Burnley,0,3,39,0.7,1,86873,54,90,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Chukwueze,10,Fulham,3,Burnley,0,3,53,0.5,3,218328,54,90,39.2,a,100.0,,4.8,0.0,0.0,1.0,0.4,0.4,17.0,24.84,19.6,0.0
731,Kevin,10,Fulham,3,Burnley,0,3,58,0.1,3,560552,54,90,30.1,a,100.0,,1.6,0.2,0.0,0.6,0.0,0.0,13.2,5.88,10.2,0.0
737,Kusi-Asare,10,Fulham,3,Burnley,0,3,45,0.1,4,631786,54,90,1.8,a,,,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.24,2.1,0.0
1,Raya,1,Arsenal,20,Wolves,1,3,60,35.3,1,154561,3,39,24.7,a,,,2.8,0.2,1.8,1.2,0.0,0.0,0.0,15.680000000000001,0.0,0.0
2,Arrizabalaga,1,Arsenal,20,Wolves,1,3,41,0.4,1,109745,3,39,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Hein,1,Arsenal,20,Wolves,1,3,40,0.2,1,463748,3,39,0.0,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Setford,1,Arsenal,20,Wolves,1,3,39,0.2,1,551221,3,39,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Gabriel,1,Arsenal,20,Wolves,1,3,62,14.9,2,226597,3,39,46.9,i,0.0,Thigh injury - Unknown return date,0.2,0.0,0.0,0.4,0.0,0.0,0.8,4.279999999999999,3.08,0.0
6,Saliba,1,Arsenal,20,Wolves,1,3,60,10.7,2,462424,3,39,23.7,d,75.0,Knock - 75% chance of playing,0.6,0.0,0.0,0.6,0.0,0.0,1.2,6.56,1.2,0.0
7,Calafiori,1,Arsenal,20,Wolves,1,3,58,12.0,2,466075,3,39,52.4,s,0.0,Suspended until 20 Dec,2.2,0.2,0.0,0.8,0.0,0.0,14.6,13.479999999999999,3.7600000000000002,0.0
8,J.Timber,1,Arsenal,20,Wolves,1,3,65,36.0,2,445122,3,39,74.1,d,75.0,Knock - 75% chance of playing,2.4,0.0,0.0,1.2,0.0,0.2,7.6,13.84,5.260000000000001,0.0
9,Kiwior,1,Arsenal,20,Wolves,1,3,54,0.1,2,440854,3,39,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Lewis-Skelly,1,Arsenal,20,Wolves,1,3,51,1.7,2,499169,3,39,2.4,a,,,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.32,0.44000000000000006,0.0
11,White,1,Arsenal,20,Wolves,1,3,53,1.3,2,198869,3,39,18.0,a,100.0,,3.0,0.2,0.0,0.4,0.0,0.2,6.2,14.76,9.42,0.0
13,Clarke,1,Arsenal,20,Wolves,1,3,38,0.5,2,563324,3,39,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Kacurri,1,Arsenal,20,Wolves,1,3,39,0.1,2,588793,3,39,0.0,u,0.0,has joined Morecambe on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Nichols,1,Arsenal,20,Wolves,1,3,38,0.2,2,499167,3,39,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Saka,1,Arsenal,20,Wolves,1,3,102,20.0,3,223340,3,39,98.1,a,100.0,,6.2,0.0,0.0,1.0,0.4,0.4,32.8,27.919999999999998,25.74,0.0
17,Ødegaard,1,Arsenal,20,Wolves,1,3,78,1.6,3,184029,3,39,29.7,a,100.0,,1.2,0.2,0.0,0.4,0.0,0.0,6.6,9.040000000000001,17.8,0.0
18,Madueke,1,Arsenal,20,Wolves,1,3,68,0.7,3,248857,3,39,31.5,a,100.0,,1.2,0.2,0.0,0.2,0.0,0.0,10.0,2.48,1.3,0.0
19,Martinelli,1,Arsenal,20,Wolves,1,3,68,0.9,3,444145,3,39,21.5,a,100.0,,1.0,0.2,0.0,0.4,0.0,0.0,3.4,1.4,3.04,0.0
20,Trossard,1,Arsenal,20,Wolves,1,3,69,0.8,3,116216,3,39,68.7,d,75.0,Knock - 75% chance of playing,5.4,0.0,0.0,0.6,0.6,0.2,19.6,26.119999999999997,9.34,0.0
21,Rice,1,Arsenal,20,Wolves,1,3,71,23.1,3,204480,3,39,99.1,d,75.0,Illness - 75% chance of playing,4.2,0.2,0.0,1.2,0.0,0.2,11.0,27.8,32.279999999999994,0.0
22,Merino,1,Arsenal,20,Wolves,1,3,60,4.1,3,195384,3,39,50.0,a,,,6.6,0.2,0.0,1.0,0.4,0.6,17.4,30.439999999999998,12.42,0.0
23,Fábio Vieira,1,Arsenal,20,Wolves,1,3,54,0.0,3,438098,3,39,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Nørgaard,1,Arsenal,20,Wolves,1,3,52,0.1,3,128295,3,39,1.4,a,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Nwaneri,1,Arsenal,20,Wolves,1,3,51,0.1,3,499175,3,39,5.4,a,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0
26,Zubimendi,1,Arsenal,20,Wolves,1,3,53,2.4,3,481655,3,39,52.8,a,100.0,,2.4,0.2,0.0,1.2,0.0,0.2,5.6,13.8,12.559999999999999,0.0
28,Kabia,1,Arsenal,20,Wolves,1,3,45,0.1,3,588796,3,39,0.0,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Sambi,1,Arsenal,20,Wolves,1,3,45,0.1,3,437742,3,39,0.0,u,0.0,has joined Hamburger permanently.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Havertz,1,Arsenal,20,Wolves,1,3,73,0.3,4,219847,3,39,0.6,i,0.0,Knee injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,G.Jesus,1,Arsenal,20,Wolves,1,3,64,0.1,4,205651,3,39,0.0,a,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Eze,1,Arsenal,20,Wolves,1,3,78,19.1,3,232413,3,39,67.4,a,,,5.2,0.0,0.0,0.8,0.6,0.0,21.8,25.16,11.379999999999999,0.0
662,Mosquera,1,Arsenal,20,Wolves,1,3,54,0.2,2,500040,3,39,11.5,i,0.0,Ankle injury - Unknown return date,0.8,0.0,0.0,0.4,0.0,0.0,0.0,3.4,1.9600000000000002,0.0
666,Gyökeres,1,Arsenal,20,Wolves,1,3,88,10.5,4,224117,3,39,58.6,a,100.0,,0.4,0.0,0.0,0.2,0.0,0.0,1.2,0.24,0.4800000000000001,0.0
700,Dowman,1,Arsenal,20,Wolves,1,3,43,0.4,3,616077,3,39,2.8,i,0.0,Ankle injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,Harriman-Annous,1,Arsenal,20,Wolves,1,3,45,0.0,3,646243,3,39,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Hincapie,1,Arsenal,20,Wolves,1,3,54,1.1,2,448104,3,39,8.9,a,100.0,,2.8,0.2,0.0,0.8,0.0,0.0,0.4,16.2,1.1,0.0
759,Salmon,1,Arsenal,20,Wolves,1,3,40,0.0,2,616065,3,39,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Johnstone,20,Wolves,1,Arsenal,0,5,45,0.1,1,101982,39,3,29.9,a,,,1.8,0.0,3.6,2.2,0.0,0.0,0.0,28.119999999999997,0.0,0.0
628,José Sá,20,Wolves,1,Arsenal,0,5,42,1.0,1,149065,39,3,5.5,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Bentley,20,Wolves,1,Arsenal,0,5,40,0.5,1,79602,39,3,0.0,i,0.0,Ankle injury - Expected back 08 Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Agbadou,20,Wolves,1,Arsenal,0,5,43,0.2,2,516939,39,3,39.7,a,100.0,,1.8,0.0,0.0,1.6,0.0,0.0,5.6,21.16,4.34,0.0
632,Doherty,20,Wolves,1,Arsenal,0,5,44,0.1,2,87835,39,3,7.6,a,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,H.Bueno,20,Wolves,1,Arsenal,0,5,44,0.1,2,490721,39,3,52.4,a,100.0,,0.8,0.0,0.0,0.8,0.0,0.0,0.8,4.4799999999999995,3.7400000000000007,0.0
634,Mosquera,20,Wolves,1,Arsenal,0,5,43,0.1,2,501837,39,3,13.0,a,,,0.2,0.0,0.0,1.2,0.0,0.0,6.0,7.24,4.5200000000000005,0.0
635,R.Gomes,20,Wolves,1,Arsenal,0,5,44,0.1,2,483081,39,3,20.5,i,0.0,Groin Injury - Expected back 17 Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,S.Bueno,20,Wolves,1,Arsenal,0,5,44,0.1,2,231480,39,3,30.7,a,,,0.2,0.0,0.0,0.6,0.0,0.0,0.4,2.16,0.06,0.0
637,Toti,20,Wolves,1,Arsenal,0,5,43,0.1,2,510362,39,3,29.9,a,100.0,,2.2,0.0,0.0,2.0,0.0,0.0,0.4,21.44,4.3,0.0
638,Hoever,20,Wolves,1,Arsenal,0,5,38,0.8,2,441271,39,3,17.2,a,100.0,,0.2,0.0,0.0,0.8,0.0,0.0,0.0,5.08,3.18,0.0
639,Meupiyou,20,Wolves,1,Arsenal,0,5,40,0.0,2,560248,39,3,0.0,u,0.0,On loan to FC Alverca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Pedro Lima,20,Wolves,1,Arsenal,0,5,40,0.4,2,641221,39,3,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Pond,20,Wolves,1,Arsenal,0,5,39,1.3,2,517179,39,3,0.0,a,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Hee Chan,20,Wolves,1,Arsenal,0,5,57,0.1,3,184754,39,3,16.0,a,100.0,,0.8,0.0,0.0,0.8,0.0,0.0,1.4,0.8800000000000001,4.24,0.0
643,André,20,Wolves,1,Arsenal,0,5,53,0.1,3,509291,39,3,30.3,a,100.0,,2.4,0.0,0.0,2.2,0.0,0.0,1.6,14.440000000000001,18.419999999999998,0.0
644,Bellegarde,20,Wolves,1,Arsenal,0,5,52,0.0,3,231057,39,3,29.4,d,75.0,Knock - 75% chance of playing,2.8,0.2,0.0,1.2,0.2,0.0,6.4,12.68,3.8199999999999994,0.0
645,Fer López,20,Wolves,1,Arsenal,0,5,52,0.0,3,643135,39,3,11.0,a,100.0,,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.16,0.0
