id,web_name,team,element_type,now_cost,selected_by_percent,total_points,id_team,name,short_name,element,recent_form_points
408,Rúben,13,2,55,4.6,52,13,Man City,MCI,,
409,Stones,13,2,54,0.7,11,13,Man City,MCI,,
410,Lewis,13,2,48,1.5,15,13,Man City,MCI,,
411,O’Reilly,13,2,50,3.8,52,13,Man City,MCI,,
412,Vitor Reis,13,2,50,0.0,0,13,Man City,MCI,,
413,Marmoush,13,3,83,2.6,13,13,Man City,MCI,,
414,Foden,13,3,80,4.6,33,13,Man City,MCI,,
415,Savinho,13,3,69,0.5,17,13,Man City,MCI,,
416,Bernardo,13,3,63,0.5,26,13,Man City,MCI,,
417,Cherki,13,3,64,3.3,27,13,Man City,MCI,,
418,Doku,13,3,65,7.5,46,13,Man City,MCI,,
420,Gündoğan,13,3,63,0.1,0,13,Man City,MCI,,
421,Rodrigo,13,3,63,0.4,12,13,Man City,MCI,,
422,Kovačić,13,3,59,0.0,1,13,Man City,MCI,,
423,N.Gonzalez,13,3,59,0.1,30,13,Man City,MCI,,
424,Bobb,13,3,53,0.3,18,13,Man City,MCI,,
425,Echeverri,13,3,54,0.0,0,13,Man City,MCI,,
427,Reijnders,13,3,54,17.6,35,13,Man City,MCI,,
428,Nypan,13,3,50,0.0,0,13,Man City,MCI,,
429,Phillips,13,3,48,0.1,0,13,Man City,MCI,,
430,Haaland,13,4,149,71.3,104,13,Man City,MCI,,
736,Donnarumma,13,1,57,10.4,32,13,Man City,MCI,,
739,Mukasa,13,3,45,0.0,0,13,Man City,MCI,,
740,Mfuni,13,2,40,0.0,0,13,Man City,MCI,,
742,McAidoo,13,3,45,0.0,0,13,Man City,MCI,,
119,Mbeumo,14,3,86,36.3,60,14,Man Utd,MUN,,
431,Bayindir,14,1,48,0.3,11,14,Man Utd,MUN,,
432,Onana,14,1,49,0.2,0,14,Man Utd,MUN,,
433,Harrison,14,1,40,0.0,0,14,Man Utd,MUN,,
434,Heaton,14,1,39,0.3,0,14,Man Utd,MUN,,
435,Mee,14,1,39,0.1,0,14,Man Utd,MUN,,
436,De Ligt,14,2,50,3.5,39,14,Man Utd,MUN,,
437,Martinez,14,2,48,0.1,0,14,Man Utd,MUN,,
438,Mazraoui,14,2,49,0.2,10,14,Man Utd,MUN,,
439,D.Leon,14,2,42,0.1,0,14,Man Utd,MUN,,
440,Dalot,14,2,44,1.0,22,14,Man Utd,MUN,,
441,Dorgu,14,2,42,2.8,16,14,Man Utd,MUN,,
442,Maguire,14,2,44,0.7,33,14,Man Utd,MUN,,
443,Shaw,14,2,45,0.5,28,14,Man Utd,MUN,,
444,Yoro,14,2,44,1.6,23,14,Man Utd,MUN,,
445,Amass,14,2,40,0.1,0,14,Man Utd,MUN,,
446,Fredricson,14,2,38,0.1,0,14,Man Utd,MUN,,
447,Heaven,14,2,38,1.3,4,14,Man Utd,MUN,,
448,Malacia,14,2,38,0.4,0,14,Man Utd,MUN,,
449,B.Fernandes,14,3,89,16.7,50,14,Man Utd,MUN,,
450,Cunha,14,3,79,4.7,26,14,Man Utd,MUN,,
451,Rashford,14,3,70,0.0,0,14,Man Utd,MUN,,
452,Amad,14,3,63,1.9,37,14,Man Utd,MUN,,
454,Antony,14,3,59,0.1,0,14,Man Utd,MUN,,
455,Mount,14,3,59,0.3,22,14,Man Utd,MUN,,
457,Casemiro,14,3,55,1.5,47,14,Man Utd,MUN,,
458,Mainoo,14,3,47,0.4,7,14,Man Utd,MUN,,
459,Ugarte,14,3,48,0.1,13,14,Man Utd,MUN,,
460,Collyer,14,3,45,0.0,0,14,Man Utd,MUN,,
461,Fitzgerald,14,3,44,0.0,0,14,Man Utd,MUN,,
462,J.Fletcher,14,3,43,0.1,0,14,Man Utd,MUN,,
463,Kone,14,3,44,0.1,0,14,Man Utd,MUN,,
464,Moorhouse,14,3,45,0.0,0,14,Man Utd,MUN,,
465,Højlund,14,4,63,0.3,0,14,Man Utd,MUN,,
466,Zirkzee,14,4,58,0.4,4,14,Man Utd,MUN,,
467,Obi,14,4,43,1.4,0,14,Man Utd,MUN,,
468,Wheatley,14,4,45,0.1,0,14,Man Utd,MUN,,
681,Šeško,14,4,73,3.8,31,14,Man Utd,MUN,,
733,Lammens,14,1,50,1.5,16,14,Man Utd,MUN,,
52,J.Ramsey,15,3,53,0.2,5,15,Newcastle,NEW,,
135,Wissa,15,4,73,0.5,0,15,Newcastle,NEW,,
469,Pope,15,1,52,11.2,55,15,Newcastle,NEW,,
471,Gillespie,15,1,39,0.1,0,15,Newcastle,NEW,,
472,Odysseas,15,1,40,0.0,0,15,Newcastle,NEW,,
473,Hall,15,2,52,0.7,11,15,Newcastle,NEW,,
474,Schär,15,2,53,1.7,29,15,Newcastle,NEW,,
475,Botman,15,2,49,0.6,32,15,Newcastle,NEW,,
476,Burn,15,2,51,7.5,48,15,Newcastle,NEW,,
477,Livramento,15,2,49,2.6,39,15,Newcastle,NEW,,
478,Trippier,15,2,50,2.3,30,15,Newcastle,NEW,,
479,Krafth,15,2,43,0.0,0,15,Newcastle,NEW,,
480,Lascelles,15,2,43,0.1,1,15,Newcastle,NEW,,
481,A.Murphy,15,2,39,0.6,0,15,Newcastle,NEW,,
482,Ashby,15,2,39,0.1,0,15,Newcastle,NEW,,
483,Pivas,15,2,39,0.2,0,15,Newcastle,NEW,,
484,Targett,15,2,40,0.2,0,15,Newcastle,NEW,,
485,Gordon,15,3,73,1.5,12,15,Newcastle,NEW,,
486,Elanga,15,3,66,3.3,17,15,Newcastle,NEW,,
487,Barnes,15,3,63,0.4,39,15,Newcastle,NEW,,
488,Bruno G.,15,3,66,3.6,60,15,Newcastle,NEW,,
489,J.Murphy,15,3,61,1.1,38,15,Newcastle,NEW,,
490,Joelinton,15,3,59,0.3,24,15,Newcastle,NEW,,
491,Tonali,15,3,54,1.2,36,15,Newcastle,NEW,,
492,Antoñito C.,15,3,49,0.0,0,15,Newcastle,NEW,,
494,Willock,15,3,50,0.1,6,15,Newcastle,NEW,,
495,Hayden,15,3,45,0.0,0,15,Newcastle,NEW,,
496,Kuol,15,3,44,0.0,0,15,Newcastle,NEW,,
497,L.Miley,15,3,44,2.0,14,15,Newcastle,NEW,,
498,White,15,3,45,0.0,0,15,Newcastle,NEW,,
500,Osula,15,4,55,0.3,18,15,Newcastle,NEW,,
501,Neave,15,4,44,0.2,0,15,Newcastle,NEW,,
674,Ramsdale,15,1,48,0.6,0,15,Newcastle,NEW,,
684,Thiaw,15,2,49,0.5,30,15,Newcastle,NEW,,
689,Seung soo,15,3,44,0.3,0,15,Newcastle,NEW,,
714,Woltemade,15,4,74,19.5,42,15,Newcastle,NEW,,
753,Ruddy,15,1,40,0.0,0,15,Newcastle,NEW,,
12,Zinchenko,16,2,49,0.2,5,16,Nott'm Forest,NFO,,
426,McAtee,16,3,51,0.1,4,16,Nott'm Forest,NFO,,
502,Sels,16,1,47,7.7,30,16,Nott'm Forest,NFO,,
503,C.Miguel,16,1,40,0.1,0,16,Nott'm Forest,NFO,,
504,Turner,16,1,40,0.1,0,16,Nott'm Forest,NFO,,
505,Milenković,16,2,52,3.7,27,16,Nott'm Forest,NFO,,
506,Murillo,16,2,53,2.0,30,16,Nott'm Forest,NFO,,
507,Aina,16,2,47,2.3,6,16,Nott'm Forest,NFO,,
508,N.Williams,16,2,47,3.2,33,16,Nott'm Forest,NFO,,
509,David Carmo,16,2,45,0.0,0,16,Nott'm Forest,NFO,,
510,Jair Cunha,16,2,43,0.1,3,16,Nott'm Forest,NFO,,
511,Morato,16,2,43,0.1,8,16,Nott'm Forest,NFO,,
512,O.Richards,16,2,45,0.0,0,16,Nott'm Forest,NFO,,
513,Abbott,16,2,39,0.2,0,16,Nott'm Forest,NFO,,
514,Boly,16,2,39,0.4,0,16,Nott'm Forest,NFO,,
515,Gibbs-White,16,3,73,3.3,48,16,Nott'm Forest,NFO,,
516,Hudson-Odoi,16,3,57,0.6,23,16,Nott'm Forest,NFO,,
517,Anderson,16,3,53,3.0,50,16,Nott'm Forest,NFO,,
518,Jota,16,3,54,0.0,1,16,Nott'm Forest,NFO,,
519,Dominguez,16,3,50,0.0,5,16,Nott'm Forest,NFO,,
520,O'Brien,16,3,50,0.0,0,16,Nott'm Forest,NFO,,
521,Sangaré,16,3,49,0.1,21,16,Nott'm Forest,NFO,,
522,Yates,16,3,47,0.1,12,16,Nott'm Forest,NFO,,
523,Da Silva Moreira,16,3,45,0.1,0,16,Nott'm Forest,NFO,,
524,Stamenic,16,3,45,0.0,0,16,Nott'm Forest,NFO,,
525,Wood,16,4,72,5.7,25,16,Nott'm Forest,NFO,,
526,Igor Jesus,16,4,58,0.7,16,16,Nott'm Forest,NFO,,
527,Awoniyi,16,4,52,0.3,4,16,Nott'm Forest,NFO,,
669,Ndoye,16,3,56,1.1,35,16,Nott'm Forest,NFO,,
675,Gunn,16,1,40,1.4,0,16,Nott'm Forest,NFO,,
693,Hutchinson,16,3,54,0.0,17,16,Nott'm Forest,NFO,,
696,Kalimuendo,16,4,60,0.1,6,16,Nott'm Forest,NFO,,
699,Douglas Luiz,16,3,50,0.0,7,16,Nott'm Forest,NFO,,
715,John,16,1,40,0.3,0,16,Nott'm Forest,NFO,,
716,Savona,16,2,45,0.0,24,16,Nott'm Forest,NFO,,
729,Cuiabano,16,2,45,0.0,0,16,Nott'm Forest,NFO,,
734,Bakwa,16,3,60,0.0,5,16,Nott'm Forest,NFO,,
528,Patterson,17,1,43,0.2,0,17,Sunderland,SUN,,
529,Moore,17,1,39,0.4,0,17,Sunderland,SUN,,
530,Nna Noukeu,17,1,39,0.1,0,17,Sunderland,SUN,,
531,Ballard,17,2,46,3.2,50,17,Sunderland,SUN,,
532,Hume,17,2,45,0.4,42,17,Sunderland,SUN,,
533,Alese,17,2,40,0.0,0,17,Sunderland,SUN,,
534,Anderson,17,2,39,0.4,0,17,Sunderland,SUN,,
535,Cirkin,17,2,40,0.0,0,17,Sunderland,SUN,,
536,Hjelde,17,2,40,0.0,0,17,Sunderland,SUN,,
537,Huggins,17,2,40,0.1,0,17,Sunderland,SUN,,
538,Johnson,17,2,39,0.3,0,17,Sunderland,SUN,,
539,O'Nien,17,2,40,0.1,0,17,Sunderland,SUN,,
540,Pembele,17,2,39,0.4,0,17,Sunderland,SUN,,
541,Reinildo,17,2,40,4.2,19,17,Sunderland,SUN,,
542,Seelt,17,2,40,0.1,2,17,Sunderland,SUN,,
543,Adingra,17,3,50,0.5,15,17,Sunderland,SUN,,
544,Diarra,17,3,53,0.0,12,17,Sunderland,SUN,,
545,Roberts,17,3,54,0.0,1,17,Sunderland,SUN,,
546,Aleksić,17,3,49,0.0,0,17,Sunderland,SUN,,
547,E.Le Fée,17,3,49,0.4,36,17,Sunderland,SUN,,
548,Mundle,17,3,49,0.0,0,17,Sunderland,SUN,,
549,Neil,17,3,48,0.0,2,17,Sunderland,SUN,,
550,Poveda,17,3,48,0.0,0,17,Sunderland,SUN,,
551,Rigg,17,3,48,0.0,8,17,Sunderland,SUN,,
552,Sadiki,17,3,50,0.1,28,17,Sunderland,SUN,,
553,Talbi,17,3,50,0.3,35,17,Sunderland,SUN,,
554,Ba,17,3,43,0.5,0,17,Sunderland,SUN,,
555,Browne,17,3,45,0.0,0,17,Sunderland,SUN,,
556,Ekwah,17,3,45,0.0,0,17,Sunderland,SUN,,
557,H.Jones,17,3,44,0.1,0,17,Sunderland,SUN,,
558,Matete,17,3,44,0.2,0,17,Sunderland,SUN,,
559,Triantis,17,3,44,0.0,0,17,Sunderland,SUN,,
560,Isidor,17,4,56,3.5,43,17,Sunderland,SUN,,
561,Mayenda,17,4,54,0.6,17,17,Sunderland,SUN,,
562,Abdullahi,17,4,43,0.4,0,17,Sunderland,SUN,,
563,Luís Hemir,17,4,44,0.1,0,17,Sunderland,SUN,,
564,Rusyn,17,4,44,0.1,0,17,Sunderland,SUN,,
668,Xhaka,17,3,52,6.7,54,17,Sunderland,SUN,,
670,Roefs,17,1,47,7.8,59,17,Sunderland,SUN,,
678,Masuaku,17,2,39,0.7,1,17,Sunderland,SUN,,
683,Alderete,17,2,41,4.7,45,17,Sunderland,SUN,,
694,Mukiele,17,2,42,6.2,55,17,Sunderland,SUN,,
724,Geertruida,17,2,45,0.0,12,17,Sunderland,SUN,,
730,Brobbey,17,4,55,0.1,14,17,Sunderland,SUN,,
735,Traoré,17,3,55,0.1,16,17,Sunderland,SUN,,
565,Vicario,18,1,50,9.2,47,18,Spurs,TOT,,
566,Austin,18,1,39,0.3,0,18,Spurs,TOT,,
567,Kinsky,18,1,39,1.9,0,18,Spurs,TOT,,
568,Pedro Porro,18,2,55,16.8,46,18,Spurs,TOT,,
569,Romero,18,2,50,3.9,34,18,Spurs,TOT,,
570,Danso,18,2,43,0.1,12,18,Spurs,TOT,,
571,Davies,18,2,43,0.1,0,18,Spurs,TOT,,
572,Dragusin,18,2,45,0.0,0,18,Spurs,TOT,,
573,Spence,18,2,45,1.5,31,18,Spurs,TOT,,
574,Udogie,18,2,44,0.4,12,18,Spurs,TOT,,
575,Van de Ven,18,2,48,33.7,58,18,Spurs,TOT,,
576,Phillips,18,2,40,0.0,0,18,Spurs,TOT,,
577,Takai,18,2,40,0.1,0,18,Spurs,TOT,,
578,Vuskovic,18,2,39,0.4,0,18,Spurs,TOT,,
579,Son,18,3,85,0.1,0,18,Spurs,TOT,,
580,Johnson,18,3,66,2.9,28,18,Spurs,TOT,,
581,Maddison,18,3,68,0.1,0,18,Spurs,TOT,,
582,Kudus,18,3,65,17.6,45,18,Spurs,TOT,,
583,Kulusevski,18,3,64,0.0,0,18,Spurs,TOT,,
584,Tel,18,3,63,0.1,23,18,Spurs,TOT,,
585,Bentancur,18,3,53,0.3,35,18,Spurs,TOT,,
586,Bergvall,18,3,54,0.3,24,18,Spurs,TOT,,
587,Bissouma,18,3,52,0.0,0,18,Spurs,TOT,,
588,Odobert,18,3,53,0.0,19,18,Spurs,TOT,,
589,Solomon,18,3,54,0.0,0,18,Spurs,TOT,,
590,Bryan,18,3,49,0.0,0,18,Spurs,TOT,,
591,Gray,18,3,48,0.1,4,18,Spurs,TOT,,
592,Moore,18,3,50,0.0,0,18,Spurs,TOT,,
593,P.M.Sarr,18,3,48,1.6,37,18,Spurs,TOT,,
594,Min-hyeok,18,3,45,0.0,0,18,Spurs,TOT,,
595,Olusesi,18,3,44,0.2,0,18,Spurs,TOT,,
596,Solanke,18,4,72,0.9,2,18,Spurs,TOT,,
597,Richarlison,18,4,64,7.4,44,18,Spurs,TOT,,
598,Lankshear,18,4,45,0.0,0,18,Spurs,TOT,,
599,Scarlett,18,4,43,0.7,0,18,Spurs,TOT,,
673,J.Palhinha,18,3,55,1.7,51,18,Spurs,TOT,,
717,Xavi,18,3,66,1.3,20,18,Spurs,TOT,,
726,Kolo Muani,18,4,69,0.2,6,18,Spurs,TOT,,
745,Byfield,18,2,40,0.0,0,18,Spurs,TOT,,
750,Rowswell,18,2,40,0.0,0,18,Spurs,TOT,,
751,Akhamrich,18,3,45,0.0,0,18,Spurs,TOT,,
149,Igor,19,2,45,0.1,6,19,West Ham,WHU,,
600,Areola,19,1,43,2.1,24,19,West Ham,WHU,,
601,Foderingham,19,1,40,0.3,0,19,West Ham,WHU,,
602,Hegyi,19,1,39,0.2,0,19,West Ham,WHU,,
603,Diouf,19,2,43,2.9,34,19,West Ham,WHU,,
604,Emerson,19,2,44,0.1,0,19,West Ham,WHU,,
605,Kilman,19,2,43,0.2,23,19,West Ham,WHU,,
606,Mavropanos,19,2,44,0.0,17,19,West Ham,WHU,,
607,N.Aguerd,19,2,44,0.0,3,19,West Ham,WHU,,
608,Scarles,19,2,44,0.0,1,19,West Ham,WHU,,
609,Todibo,19,2,43,0.1,12,19,West Ham,WHU,,
610,Wan-Bissaka,19,2,43,5.6,16,19,West Ham,WHU,,
611,Casey,19,2,40,0.1,0,19,West Ham,WHU,,
612,L.Paquetá,19,3,59,2.0,45,19,West Ham,WHU,,
613,Souček,19,3,57,0.3,27,19,West Ham,WHU,,
614,Ward-Prowse,19,3,56,0.2,11,19,West Ham,WHU,,
615,Summerville,19,3,55,0.1,23,19,West Ham,WHU,,
616,Álvarez,19,3,49,0.1,0,19,West Ham,WHU,,
617,Cornet,19,3,49,0.0,0,19,West Ham,WHU,,
618,G.Rodriguez,19,3,48,0.0,3,19,West Ham,WHU,,
619,L.Guilherme,19,3,49,0.0,4,19,West Ham,WHU,,
620,Earthy,19,3,45,0.0,0,19,West Ham,WHU,,
621,Irving,19,3,44,0.3,8,19,West Ham,WHU,,
622,Orford,19,3,44,0.1,0,19,West Ham,WHU,,
623,Potts,19,3,44,0.7,12,19,West Ham,WHU,,
624,Bowen,19,4,76,6.6,50,19,West Ham,WHU,,
625,Füllkrug,19,4,56,0.7,11,19,West Ham,WHU,,
626,Marshall,19,4,44,0.7,2,19,West Ham,WHU,,
659,Walker-Peters,19,2,43,0.3,21,19,West Ham,WHU,,
671,Wilson,19,4,58,0.4,34,19,West Ham,WHU,,
679,Hermansen,19,1,43,0.2,9,19,West Ham,WHU,,
708,M.Fernandes,19,3,55,0.1,32,19,West Ham,WHU,,
718,S.Magassa,19,3,50,0.0,6,19,West Ham,WHU,,
738,Fabianski,19,1,45,0.0,0,19,West Ham,WHU,,
747,Mayers,19,2,40,0.0,0,19,West Ham,WHU,,
752,Golambeckis,19,2,40,0.0,0,19,West Ham,WHU,,
627,Johnstone,20,1,45,0.1,16,20,Wolves,WOL,,
628,José Sá,20,1,43,1.1,5,20,Wolves,WOL,,
629,Bentley,20,1,40,0.6,0,20,Wolves,WOL,,
631,Agbadou,20,2,43,0.2,14,20,Wolves,WOL,,
632,Doherty,20,2,44,0.1,2,20,Wolves,WOL,,
633,H.Bueno,20,2,44,0.1,22,20,Wolves,WOL,,
634,Mosquera,20,2,43,0.1,1,20,Wolves,WOL,,
635,R.Gomes,20,2,44,0.1,13,20,Wolves,WOL,,
636,S.Bueno,20,2,44,0.1,25,20,Wolves,WOL,,
637,Toti,20,2,43,0.1,9,20,Wolves,WOL,,
638,Hoever,20,2,39,0.9,5,20,Wolves,WOL,,
639,Meupiyou,20,2,40,0.0,0,20,Wolves,WOL,,
640,Pedro Lima,20,2,40,0.5,0,20,Wolves,WOL,,
641,Pond,20,2,39,1.4,0,20,Wolves,WOL,,
642,Hee Chan,20,3,57,0.1,17,20,Wolves,WOL,,
643,André,20,3,53,0.1,29,20,Wolves,WOL,,
644,Bellegarde,20,3,52,0.0,14,20,Wolves,WOL,,
645,Fer López,20,3,52,0.0,7,20,Wolves,WOL,,
646,Gomes,20,3,53,0.1,27,20,Wolves,WOL,,
647,Guedes,20,3,55,0.0,0,20,Wolves,WOL,,
648,Munetsi,20,3,54,0.1,37,20,Wolves,WOL,,
649,B.Traore,20,3,50,0.0,0,20,Wolves,WOL,,
650,Chirewa,20,3,43,0.3,0,20,Wolves,WOL,,
651,Edozie,20,3,44,0.3,0,20,Wolves,WOL,,
652,Gonzalez,20,3,44,1.4,0,20,Wolves,WOL,,
653,Hodge,20,3,45,0.0,0,20,Wolves,WOL,,
654,Strand Larsen,20,4,63,1.1,23,20,Wolves,WOL,,
655,Fábio Silva,20,4,49,0.2,0,20,Wolves,WOL,,
656,Kalajdžić,20,4,49,0.1,1,20,Wolves,WOL,,
657,Chiwome,20,4,44,0.0,0,20,Wolves,WOL,,
658,Fraser,20,4,43,1.8,0,20,Wolves,WOL,,
663,J.Arias,20,3,51,0.2,20,20,Wolves,WOL,,
682,Møller Wolfe,20,2,43,0.1,9,20,Wolves,WOL,,
695,Tchatchoua,20,2,45,0.0,15,20,Wolves,WOL,,
709,Krejčí,20,2,45,0.1,18,20,Wolves,WOL,,
720,Tolu,20,4,55,0.1,10,20,Wolves,WOL,,
749,Mané,20,4,45,0.0,1,20,Wolves,WOL,,
