element,fixture,opponent_team,total_points,is_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,web_name,team,element_type,now_cost,selected_by_percent,code,ict_index_player,opponent_strength,prev_points,recent_form
21,81,8,7,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,81,0,1,1,0,0,0,0,0,0,0,1,27,21.2,40.8,29.0,9.1,3,3,3,9,1,0.37,0.61,0.98,0.46,66,274464,1522337,312829,38365,21,Rice,1,3,69,21.9,204480,69.1,3,3.0,5.4
21,92,3,13,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,90,1,0,1,0,0,0,0,0,0,0,3,47,58.2,28.5,17.0,10.4,7,9,5,21,1,0.24,0.33,0.57,0.42,67,274903,1814435,317296,42393,21,Rice,1,3,69,21.9,204480,69.1,3,7.0,6.6
21,108,17,2,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,90,0,0,0,2,0,0,0,0,0,0,0,16,22.0,22.8,10.0,5.5,5,3,3,11,1,0.07,0.20,0.27,0.44,68,643620,2488362,661250,17630,21,Rice,1,3,69,21.9,204480,69.1,3,13.0,8.6
21,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,69,238709,2728559,311596,72887,21,Rice,1,3,69,21.9,204480,69.1,3,2.0,7.2
22,9,14,1,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,7,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.0,0.0,0.1,1,0,0,1,0,0.00,0.00,0.00,0.49,60,0,61676,0,0,22,Merino,1,3,59,1.0,195384,25.3,3,,0.0
22,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-12605,58027,4431,17036,22,Merino,1,3,59,1.0,195384,25.3,3,1.0,1.0
22,25,12,3,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,69,0,0,1,0,0,0,0,0,0,0,0,6,5.2,2.3,0.0,0.8,0,2,3,5,1,0.00,0.02,0.02,0.28,59,-16276,43807,1780,18056,22,Merino,1,3,59,1.0,195384,25.3,4,0.0,0.5
22,31,16,3,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,90,0,0,1,0,0,0,0,0,0,0,0,15,13.2,20.3,33.0,6.7,2,8,0,10,1,0.13,0.07,0.20,0.20,59,5276,54618,13332,8056,22,Merino,1,3,59,1.0,195384,25.3,3,3.0,1.3333333333333333
22,41,13,1,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,45,0,0,0,1,0,0,0,0,0,0,0,6,8.8,17.3,0.0,2.6,2,4,1,7,1,0.00,0.03,0.03,0.55,59,5709,63562,14232,8523,22,Merino,1,3,59,1.0,195384,25.3,4,3.0,1.75
22,58,15,6,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,20,1,0,0,0,0,0,0,0,0,0,0,23,35.2,0.1,19.0,5.4,1,1,1,3,0,0.05,0.00,0.05,0.08,59,-1712,63505,8536,10248,22,Merino,1,3,59,1.0,195384,25.3,3,1.0,1.6
22,61,19,1,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.7,12.0,1.2,0,0,0,0,0,0.16,0.00,0.16,0.13,59,10019,76226,15936,5917,22,Merino,1,3,59,1.0,195384,25.3,3,6.0,2.6
22,74,10,1,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,28,0,0,0,0,0,0,0,0,0,0,0,5,5.4,1.1,4.0,1.1,1,2,2,5,0,0.00,0.01,0.01,0.04,59,73,77678,11902,11829,22,Merino,1,3,59,1.0,195384,25.3,3,1.0,2.8
22,81,8,1,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,8,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.3,0.0,0.4,2,0,0,2,0,0.00,0.00,0.00,0.01,59,-4290,73928,5074,9364,22,Merino,1,3,59,1.0,195384,25.3,3,1.0,2.4
22,92,3,1,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,45,0,0,0,0,0,0,0,0,0,0,0,4,2.6,12.8,0.0,1.5,0,4,0,4,0,0.00,0.05,0.05,0.42,59,-6701,67590,2903,9604,22,Merino,1,3,59,1.0,195384,25.3,3,1.0,2.0
22,108,17,5,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,90,0,1,0,2,0,0,0,0,0,0,0,15,22.8,16.6,16.0,5.5,2,5,0,7,1,0.38,0.05,0.43,0.44,59,49786,127655,57067,7281,22,Merino,1,3,59,1.0,195384,25.3,3,1.0,2.0
22,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-396,120560,14420,14816,22,Merino,1,3,59,1.0,195384,25.3,3,5.0,1.8
23,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,3974,0,0,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,,0.0
23,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-514,4733,494,1008,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-642,4600,327,969,23,Fábio Vieira,1,3,54,0.0,438098,0.0,4,0.0,0.0
23,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-929,3822,112,1041,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-554,3289,0,554,23,Fábio Vieira,1,3,54,0.0,438098,0.0,4,0.0,0.0
23,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-276,3027,0,276,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-133,2899,0,133,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-151,2753,0,151,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-49,2703,0,49,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-42,2663,0,42,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-37,2625,0,37,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
23,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-25,2601,0,25,23,Fábio Vieira,1,3,54,0.0,438098,0.0,3,0.0,0.0
24,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,63529,0,0,24,Nørgaard,1,3,52,0.1,128295,1.4,3,,0.0
24,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-19307,46343,1125,20432,24,Nørgaard,1,3,52,0.1,128295,1.4,3,0.0,0.0
24,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-18086,28588,70,18156,24,Nørgaard,1,3,52,0.1,128295,1.4,4,0.0,0.0
24,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-6152,23222,200,6352,24,Nørgaard,1,3,52,0.1,128295,1.4,3,0.0,0.0
24,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-2153,21646,499,2652,24,Nørgaard,1,3,52,0.1,128295,1.4,4,0.0,0.0
24,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-1649,20407,476,2125,24,Nørgaard,1,3,52,0.1,128295,1.4,3,0.0,0.0
24,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-1062,19667,460,1522,24,Nørgaard,1,3,52,0.1,128295,1.4,3,0.0,0.0
24,74,10,1,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,1,1,0,2,0,0.00,0.00,0.00,0.00,53,-1341,18705,427,1768,24,Nørgaard,1,3,52,0.1,128295,1.4,3,0.0,0.0
24,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-543,18360,261,804,24,Nørgaard,1,3,52,0.1,128295,1.4,3,1.0,0.2
24,92,3,1,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,13,0,0,0,0,0,0,0,0,0,0,0,4,5.4,0.1,7.0,1.3,1,1,0,2,0,0.05,0.00,0.05,0.05,52,-676,17824,228,904,24,Nørgaard,1,3,52,0.1,128295,1.4,3,0.0,0.2
24,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,52,-402,17604,291,693,24,Nørgaard,1,3,52,0.1,128295,1.4,3,1.0,0.4
24,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,52,-356,17481,271,627,24,Nørgaard,1,3,52,0.1,128295,1.4,3,0.0,0.4
25,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,28200,0,0,25,Nwaneri,1,3,51,0.1,499175,5.4,3,,0.0
25,11,11,1,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,52,0,0,0,0,0,0,0,0,0,0,0,3,5.6,1.8,5.0,1.2,0,3,1,4,0,0.02,0.01,0.03,0.00,55,-5342,26978,1650,6992,25,Nwaneri,1,3,51,0.1,499175,5.4,3,0.0,0.0
25,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-3700,24774,2244,5944,25,Nwaneri,1,3,51,0.1,499175,5.4,4,1.0,0.5
25,31,16,3,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,72,0,0,1,0,0,0,0,0,0,0,0,8,2.4,18.7,15.0,3.6,1,3,0,4,0,0.15,0.03,0.18,0.20,54,-3090,22781,1232,4322,25,Nwaneri,1,3,51,0.1,499175,5.4,3,0.0,0.3333333333333333
25,41,13,1,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,6,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.4,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.00,53,-1145,22320,1243,2388,25,Nwaneri,1,3,51,0.1,499175,5.4,4,3.0,1.0
25,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-1177,21618,1315,2492,25,Nwaneri,1,3,51,0.1,499175,5.4,3,1.0,1.0
25,61,19,1,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.1,1.0,0.1,0,0,0,0,0,0.02,0.04,0.06,0.13,53,-1316,20638,717,2033,25,Nwaneri,1,3,51,0.1,499175,5.4,3,0.0,1.0
25,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,52,-1438,19645,700,2138,25,Nwaneri,1,3,51,0.1,499175,5.4,3,1.0,1.0
25,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,52,-784,19086,479,1263,25,Nwaneri,1,3,51,0.1,499175,5.4,3,0.0,1.0
25,92,3,1,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,18,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.4,3.0,0.4,0,3,1,4,0,0.04,0.00,0.04,0.40,52,-839,18383,449,1288,25,Nwaneri,1,3,51,0.1,499175,5.4,3,0.0,0.4
25,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,52,-594,17978,433,1027,25,Nwaneri,1,3,51,0.1,499175,5.4,3,1.0,0.4
25,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,51,-488,17730,347,835,25,Nwaneri,1,3,51,0.1,499175,5.4,3,0.0,0.4
26,9,14,5,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,15,16.0,1.9,2.0,2.0,4,5,3,12,1,0.00,0.01,0.01,1.52,55,0,201395,0,0,26,Zubimendi,1,3,54,2.9,481655,45.7,3,,0.0
26,11,11,3,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,90,0,0,1,0,0,0,0,0,0,0,0,12,6.4,6.9,1.0,1.4,1,5,2,8,1,0.02,0.02,0.04,0.17,55,3431,247409,36357,32926,26,Zubimendi,1,3,54,2.9,481655,45.7,3,5.0,5.0
26,25,12,1,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,90,0,0,0,1,0,0,0,1,0,0,0,4,1.4,2.6,5.0,0.9,1,5,1,7,1,0.03,0.02,0.05,0.52,55,-34528,219699,15367,49895,26,Zubimendi,1,3,54,2.9,481655,45.7,4,3.0,4.0
26,31,16,16,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,90,2,0,1,0,0,0,0,0,0,0,3,52,68.6,14.5,25.0,10.8,1,1,0,2,1,0.16,0.03,0.19,0.20,54,-19784,210114,16584,36368,26,Zubimendi,1,3,54,2.9,481655,45.7,3,1.0,3.0
26,41,13,2,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,90,0,0,0,1,0,0,0,0,0,0,0,13,8.6,19.0,12.0,4.0,2,3,0,5,1,0.05,0.04,0.09,0.89,54,207243,445650,236749,29506,26,Zubimendi,1,3,54,2.9,481655,45.7,4,16.0,6.25
26,58,15,2,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,81,0,0,0,1,0,0,0,0,0,0,0,24,17.8,31.9,0.0,5.0,4,2,3,9,1,0.00,0.52,0.52,0.53,55,61003,509381,117717,56714,26,Zubimendi,1,3,54,2.9,481655,45.7,3,2.0,5.4
26,61,19,3,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,60,0,0,1,0,0,0,0,0,0,0,0,20,22.6,18.4,0.0,4.1,3,3,5,11,0,0.00,0.16,0.16,0.15,55,28817,544196,75192,46375,26,Zubimendi,1,3,54,2.9,481655,45.7,3,2.0,4.8
26,74,10,3,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,90,0,0,1,0,0,0,0,0,0,0,0,12,11.2,15.6,2.0,2.9,2,2,1,5,1,0.00,0.06,0.06,0.44,55,-31464,516539,44961,76425,26,Zubimendi,1,3,54,2.9,481655,45.7,3,3.0,4.8
26,81,8,5,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,90,0,0,1,0,0,0,0,0,0,0,0,15,18.2,15.5,0.0,3.4,9,4,2,15,1,0.00,0.03,0.03,0.47,55,-32726,485411,22456,55182,26,Zubimendi,1,3,54,2.9,481655,45.7,3,3.0,5.2
26,92,3,3,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,76,0,0,1,0,0,0,0,0,0,0,0,10,7.6,14.8,0.0,2.2,2,0,1,3,1,0.00,0.02,0.02,0.37,55,-19826,467158,29733,49559,26,Zubimendi,1,3,54,2.9,481655,45.7,3,5.0,3.0
26,108,17,5,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,90,0,1,0,2,0,0,0,1,0,0,1,27,36.2,27.8,26.0,9.0,4,4,3,11,1,0.28,0.09,0.37,0.44,54,-105249,360865,2505,107754,26,Zubimendi,1,3,54,2.9,481655,45.7,3,3.0,3.2
26,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-8778,358171,16571,25349,26,Zubimendi,1,3,54,2.9,481655,45.7,3,5.0,3.8
28,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,26438,0,0,28,Kabia,1,3,45,0.1,588796,0.0,3,,0.0
28,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1635,31592,3710,5345,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-3703,30300,2247,5950,28,Kabia,1,3,45,0.1,588796,0.0,4,0.0,0.0
28,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-5337,24940,774,6111,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-3382,21723,0,3382,28,Kabia,1,3,45,0.1,588796,0.0,4,0.0,0.0
28,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-2263,19494,0,2263,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1481,18099,0,1481,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1376,16760,0,1376,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-778,16004,0,778,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-722,15279,0,722,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-530,14777,0,530,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
28,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-375,14409,0,375,28,Kabia,1,3,45,0.1,588796,0.0,3,0.0,0.0
29,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,12350,0,0,29,Sambi,1,3,45,0.1,437742,0.0,3,,0.0
29,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-836,15114,1611,2447,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1810,14501,964,2774,29,Sambi,1,3,45,0.1,437742,0.0,4,0.0,0.0
29,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-2721,11909,377,3098,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1683,10333,0,1683,29,Sambi,1,3,45,0.1,437742,0.0,4,0.0,0.0
29,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-994,9353,0,994,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-636,8757,0,636,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-608,8160,0,608,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-307,7873,0,307,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-318,7545,0,318,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-223,7337,0,223,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
29,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-173,7164,0,173,29,Sambi,1,3,45,0.1,437742,0.0,3,0.0,0.0
30,9,14,1,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,30,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0.8,2.0,0.6,1,2,0,3,0,0.00,0.01,0.01,0.82,75,0,117967,0,0,30,Havertz,1,4,73,0.3,219847,0.6,3,,0.0
