element,fixture,opponent_team,total_points,is_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,web_name,team,element_type,now_cost,selected_by_percent,code,ict_index_player,opponent_strength,prev_points,recent_form
14,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-963,18820,834,1797,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
14,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,2388,24750,4159,1771,14,Kacurri,1,2,39,0.1,588793,0.0,4,0.0,0.0
14,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-580,22838,2818,3398,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
14,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-2272,19705,0,2272,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
14,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1785,17977,0,1785,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
14,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1034,16988,0,1034,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
14,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-999,15982,0,999,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
14,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-756,15259,0,756,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
14,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-517,14754,0,517,14,Kacurri,1,2,39,0.1,588793,0.0,3,0.0,0.0
15,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,15940,0,0,15,Nichols,1,2,39,0.2,499167,0.0,3,,0.0
15,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1258,19597,1107,2365,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2120,19494,804,2924,15,Nichols,1,2,39,0.2,499167,0.0,4,0.0,0.0
15,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-935,19621,826,1761,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-316,20662,1031,1347,15,Nichols,1,2,39,0.2,499167,0.0,4,0.0,0.0
15,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,3524,28880,5332,1808,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,972,26585,2802,1830,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1252,25659,620,1872,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1059,24922,301,1360,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1215,23937,199,1414,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-1012,23255,106,1118,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
15,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,39,-564,23205,150,714,15,Nichols,1,2,39,0.2,499167,0.0,3,0.0,0.0
16,9,14,3,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,7,12.0,16.4,7.0,3.5,0,2,3,5,1,0.15,0.09,0.24,1.52,100,0,1602493,0,0,16,Saka,1,3,101,18.0,223340,68.0,3,,0.0
16,11,11,6,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,52,1,0,0,0,0,0,0,0,0,0,0,27,40.4,30.4,21.0,9.2,0,4,0,4,1,0.11,0.03,0.14,0.17,100,43708,1870918,152171,108463,16,Saka,1,3,101,18.0,223340,68.0,3,3.0,3.0
16,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,99,-986673,783017,55049,1041722,16,Saka,1,3,101,18.0,223340,68.0,4,6.0,4.5
16,31,16,0,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,98,-368029,500371,5237,373266,16,Saka,1,3,101,18.0,223340,68.0,3,0.0,3.0
16,41,13,1,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,45,0,0,0,0,0,0,0,0,0,0,0,7,5.6,32.3,7.0,4.5,0,3,0,3,0,0.04,0.21,0.25,0.34,98,-95794,415767,1687,97481,16,Saka,1,3,101,18.0,223340,68.0,4,0.0,2.25
16,58,15,2,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,69,0,0,0,1,0,0,0,0,0,0,0,10,4.4,11.4,30.0,4.6,0,5,0,5,1,0.08,0.01,0.09,0.53,98,170221,603258,223085,52864,16,Saka,1,3,101,18.0,223340,68.0,3,1.0,2.0
16,61,19,8,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,90,1,0,1,0,0,0,0,0,0,0,0,22,38.8,23.6,31.0,9.3,1,4,2,7,1,0.84,1.11,1.95,0.49,98,372696,1011817,404709,32013,16,Saka,1,3,101,18.0,223340,68.0,3,2.0,1.8
16,74,10,7,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,90,0,0,1,0,0,0,0,0,0,0,2,28,28.8,80.3,44.0,15.3,1,9,2,12,1,0.07,0.55,0.62,0.44,99,532857,1559467,571887,39030,16,Saka,1,3,101,18.0,223340,68.0,3,8.0,2.2
16,81,8,3,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,65,0,0,1,0,0,0,0,0,0,0,0,8,2.2,1.9,3.0,0.7,0,5,2,7,1,0.02,0.01,0.03,0.08,100,448385,2012889,477223,28838,16,Saka,1,3,101,18.0,223340,68.0,3,7.0,3.6
16,92,3,3,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,90,0,0,1,0,0,0,0,0,0,0,0,3,12.4,24.3,40.0,7.7,0,1,1,2,1,0.58,0.06,0.64,0.42,101,150418,2182241,223126,72708,16,Saka,1,3,101,18.0,223340,68.0,3,3.0,4.2
16,108,17,12,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,90,1,0,0,2,0,0,0,0,0,0,3,40,49.6,36.7,46.0,13.2,2,8,2,12,1,0.52,0.19,0.71,0.44,101,-40274,2135802,95331,135605,16,Saka,1,3,101,18.0,223340,68.0,3,3.0,4.6
16,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,101,110434,2270799,182099,71665,16,Saka,1,3,101,18.0,223340,68.0,3,12.0,6.6
17,9,14,5,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,16,17.8,20.3,17.0,5.5,6,7,1,14,1,0.09,0.29,0.38,1.52,80,0,305385,0,0,17,Ødegaard,1,3,78,1.3,184029,13.0,3,,0.0
17,11,11,1,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,37,0,0,0,0,0,0,0,0,0,0,0,5,1.6,4.4,3.0,0.9,0,1,1,2,1,0.05,0.05,0.10,0.17,80,14058,421888,48916,34858,17,Ødegaard,1,3,78,1.3,184029,13.0,3,5.0,5.0
17,25,12,1,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,20,0,0,0,1,0,0,0,0,0,0,0,3,1.4,2.2,2.0,0.6,0,1,0,1,0,0.00,0.01,0.01,0.25,79,-141480,281805,8169,149649,17,Ødegaard,1,3,78,1.3,184029,13.0,4,1.0,3.0
17,31,16,1,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,5.2,0.0,0.5,0,0,0,0,1,0.00,0.00,0.00,0.00,79,4161,317226,42800,38639,17,Ødegaard,1,3,78,1.3,184029,13.0,3,1.0,2.3333333333333335
17,41,13,0,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,79,-69806,245860,2332,72138,17,Ødegaard,1,3,78,1.3,184029,13.0,4,1.0,2.0
17,58,15,4,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,8,0,1,0,0,0,0,0,0,0,0,0,16,19.0,16.4,0.0,3.5,0,1,0,1,0,0.00,0.25,0.25,0.08,79,-33028,215192,569,33597,17,Ødegaard,1,3,78,1.3,184029,13.0,3,0.0,1.6
17,61,19,1,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,29,0,0,0,0,0,0,0,0,0,0,0,4,3.2,16.5,0.0,2.0,0,0,1,1,1,0.00,0.21,0.21,0.34,79,17816,239807,26642,8826,17,Ødegaard,1,3,78,1.3,184029,13.0,3,4.0,1.4
17,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,79,-38829,200434,3440,42269,17,Ødegaard,1,3,78,1.3,184029,13.0,3,1.0,1.4
17,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,79,-15966,185365,100,16066,17,Ødegaard,1,3,78,1.3,184029,13.0,3,0.0,1.2
17,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,79,-10048,175740,108,10156,17,Ødegaard,1,3,78,1.3,184029,13.0,3,0.0,1.0
17,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,78,-5010,171054,86,5096,17,Ødegaard,1,3,78,1.3,184029,13.0,3,0.0,1.0
17,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,78,-3145,168265,281,3426,17,Ødegaard,1,3,78,1.3,184029,13.0,3,0.0,0.2
18,9,14,1,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,30,0,0,0,0,0,0,0,0,0,0,0,2,1.6,10.7,2.0,1.4,0,0,0,0,0,0.00,0.02,0.02,0.82,70,0,109369,0,0,18,Madueke,1,3,68,0.6,248857,24.6,3,,0.0
18,11,11,3,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,63,0,0,1,0,0,0,0,0,0,0,0,10,5.6,26.9,10.0,4.3,0,3,0,3,1,0.00,0.09,0.09,0.17,70,-16415,106477,3424,19839,18,Madueke,1,3,68,0.6,248857,24.6,3,1.0,1.0
18,25,12,2,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,88,0,0,0,1,0,0,0,0,0,0,0,5,0.0,1.6,38.0,3.9,0,2,0,2,1,0.14,0.03,0.17,0.40,70,-6043,107118,11333,17376,18,Madueke,1,3,68,0.6,248857,24.6,4,3.0,2.0
18,31,16,3,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,78,0,0,1,0,0,0,0,0,0,0,0,24,22.6,70.8,26.0,11.9,1,3,3,7,1,0.00,0.71,0.71,0.10,70,55350,182063,74076,18726,18,Madueke,1,3,68,0.6,248857,24.6,3,2.0,2.0
18,41,13,1,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,45,0,0,0,1,0,0,0,0,0,0,0,-2,0.4,1.7,29.0,3.1,0,2,0,2,1,0.15,0.01,0.16,0.55,70,25843,206030,50089,24246,18,Madueke,1,3,68,0.6,248857,24.6,4,3.0,2.25
18,58,15,0,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,70,-74463,129153,9543,84006,18,Madueke,1,3,68,0.6,248857,24.6,3,1.0,2.0
18,61,19,0,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,69,-31901,100197,206,32107,18,Madueke,1,3,68,0.6,248857,24.6,3,0.0,1.8
18,74,10,0,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,69,-17126,83857,109,17235,18,Madueke,1,3,68,0.6,248857,24.6,3,0.0,1.2
18,81,8,0,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,69,-5216,79030,67,5283,18,Madueke,1,3,68,0.6,248857,24.6,3,0.0,0.8
18,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,68,-4072,75047,66,4138,18,Madueke,1,3,68,0.6,248857,24.6,3,0.0,0.2
18,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,68,-2413,72704,54,2467,18,Madueke,1,3,68,0.6,248857,24.6,3,0.0,0.0
18,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,68,-1603,71190,92,1695,18,Madueke,1,3,68,0.6,248857,24.6,3,0.0,0.0
19,9,14,1,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,59,0,0,0,0,0,0,0,0,0,0,0,8,6.2,10.3,21.0,3.8,0,3,1,4,1,0.02,0.01,0.03,0.70,70,0,139808,0,0,19,Martinelli,1,3,68,0.8,444145,17.5,3,,0.0
19,11,11,0,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,70,-9841,150752,9660,19501,19,Martinelli,1,3,68,0.8,444145,17.5,3,1.0,1.0
19,25,12,3,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,69,0,0,1,0,0,0,0,0,0,0,0,9,1.4,0.4,6.0,0.8,0,2,1,3,1,0.00,0.00,0.00,0.28,69,-29290,127440,4767,34057,19,Martinelli,1,3,68,0.8,444145,17.5,4,0.0,0.5
19,31,16,1,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,12,0,0,0,0,0,0,0,0,0,0,0,4,2.0,4.3,0.0,0.6,0,1,0,1,0,0.00,0.00,0.00,0.10,69,-9513,123532,5235,14748,19,Martinelli,1,3,68,0.8,444145,17.5,3,3.0,1.3333333333333333
19,41,13,7,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,10,1,0,0,0,0,0,0,0,0,0,1,22,33.0,0.3,17.0,5.0,0,0,0,0,0,0.16,0.00,0.16,0.25,69,-9879,116281,3506,13385,19,Martinelli,1,3,68,0.8,444145,17.5,4,1.0,1.25
19,58,15,1,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,20,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.5,4.0,0.7,1,2,0,3,0,0.05,0.01,0.06,0.08,69,13052,134644,20680,7628,19,Martinelli,1,3,68,0.8,444145,17.5,3,7.0,2.4
19,61,19,1,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,11,0,0,0,0,0,0,0,0,0,0,0,3,2.0,14.0,2.0,1.8,1,1,0,2,0,0.00,0.06,0.06,0.13,69,11827,149452,21805,9978,19,Martinelli,1,3,68,0.8,444145,17.5,3,1.0,2.4
19,74,10,1,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,9,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.5,41.0,4.5,0,1,1,2,0,0.52,0.00,0.52,0.04,69,-4544,147028,13037,17581,19,Martinelli,1,3,68,0.8,444145,17.5,3,1.0,2.6
19,81,8,1,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,24,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.3,2.0,0.3,1,0,0,1,0,0.00,0.00,0.00,0.39,69,-2835,145493,8720,11555,19,Martinelli,1,3,68,0.8,444145,17.5,3,1.0,2.2
19,92,3,0,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,69,-19594,126118,3893,23487,19,Martinelli,1,3,68,0.8,444145,17.5,3,1.0,2.2
19,108,17,0,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,68,-17118,109342,89,17207,19,Martinelli,1,3,68,0.8,444145,17.5,3,0.0,0.8
19,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,68,-8107,101618,88,8195,19,Martinelli,1,3,68,0.8,444145,17.5,3,0.0,0.6
20,9,14,0,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,70,0,38245,0,0,20,Trossard,1,3,69,0.9,116216,47.8,3,,0.0
20,11,11,1,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,37,0,0,0,0,0,0,0,0,0,0,0,4,5.4,21.5,4.0,3.1,0,0,0,0,0,0.07,0.03,0.10,0.00,70,-6276,35043,868,7144,20,Trossard,1,3,69,0.9,116216,47.8,3,0.0,0.0
20,25,12,0,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,69,-4281,33601,1464,5745,20,Trossard,1,3,69,0.9,116216,47.8,4,1.0,0.5
20,31,16,4,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,11,0,1,0,0,0,0,0,0,0,0,0,12,17.2,10.5,4.0,3.2,0,0,0,0,0,0.00,0.26,0.26,0.10,69,-3952,30724,848,4800,20,Trossard,1,3,69,0.9,116216,47.8,3,0.0,0.3333333333333333
20,41,13,2,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,83,0,0,0,1,0,0,0,0,0,0,0,13,7.6,4.3,17.0,2.9,2,1,1,4,1,0.14,0.07,0.21,0.89,69,-407,31485,1557,1964,20,Trossard,1,3,69,0.9,116216,47.8,4,4.0,1.25
20,58,15,2,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,87,0,0,0,1,0,0,0,0,0,0,0,5,2.4,17.0,12.0,3.1,0,2,0,2,1,0.33,0.12,0.45,0.58,69,361,32855,2339,1978,20,Trossard,1,3,69,0.9,116216,47.8,3,2.0,1.4
20,61,19,3,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,74,0,0,1,0,0,0,0,0,0,0,0,16,10.8,28.5,20.0,5.9,1,1,2,4,1,0.12,0.09,0.21,0.36,69,1933,35798,3969,2036,20,Trossard,1,3,69,0.9,116216,47.8,3,2.0,1.8
20,74,10,10,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,80,1,0,1,0,0,0,0,0,0,0,2,28,33.2,18.2,56.0,10.7,2,4,0,6,1,0.60,0.07,0.67,0.40,69,837,37573,3802,2965,20,Trossard,1,3,69,0.9,116216,47.8,3,3.0,2.2
20,81,8,3,1,2025-10-26T14:00:00Z,1.0,0.0,9,False,90,0,0,1,0,0,0,0,0,0,0,0,4,4.8,7.7,33.0,4.6,1,6,0,7,1,0.34,0.05,0.39,0.47,69,11138,49929,13227,2089,20,Trossard,1,3,69,0.9,116216,47.8,3,10.0,4.2
20,92,3,6,0,2025-11-01T15:00:00Z,0.0,2.0,10,False,90,0,1,1,0,0,0,0,0,0,0,0,23,30.2,29.0,17.0,7.6,0,2,1,3,1,0.27,0.15,0.42,0.37,69,11545,62888,15471,3926,20,Trossard,1,3,69,0.9,116216,47.8,3,3.0,4.0
20,108,17,9,0,2025-11-08T17:30:00Z,2.0,2.0,11,False,90,1,0,0,2,0,0,0,0,0,0,2,32,35.4,20.3,11.0,6.7,0,5,0,5,1,0.05,0.31,0.36,0.44,69,20393,85004,25250,4857,20,Trossard,1,3,69,0.9,116216,47.8,3,6.0,4.8
20,111,18,0,1,2025-11-23T16:30:00Z,,,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,69,29362,119150,37984,8622,20,Trossard,1,3,69,0.9,116216,47.8,3,9.0,6.2
21,9,14,6,0,2025-08-17T15:30:00Z,0.0,1.0,1,False,82,0,1,1,0,0,0,0,0,0,0,0,14,2.6,1.3,8.0,1.2,1,3,0,4,1,0.13,0.01,0.14,1.04,65,0,728172,0,0,21,Rice,1,3,69,21.9,204480,69.1,3,,0.0
21,11,11,6,1,2025-08-23T16:30:00Z,5.0,0.0,2,False,90,0,1,1,0,0,0,0,0,0,0,0,26,25.2,50.0,2.0,7.7,0,3,0,3,1,0.00,0.54,0.54,0.17,65,22586,902701,90194,67608,21,Rice,1,3,69,21.9,204480,69.1,3,6.0,6.0
21,25,12,4,0,2025-08-31T15:30:00Z,1.0,0.0,3,False,90,0,0,0,1,0,0,0,0,0,0,0,13,13.2,22.7,3.0,3.9,6,7,0,13,1,0.02,0.10,0.12,0.52,65,16588,978824,106036,89448,21,Rice,1,3,69,21.9,204480,69.1,4,6.0,6.0
21,31,16,1,1,2025-09-13T11:30:00Z,3.0,0.0,4,False,22,0,0,0,0,0,0,0,0,0,0,0,1,3.4,1.3,2.0,0.7,0,2,1,3,0,0.00,0.03,0.03,0.10,65,49222,1084679,125238,76016,21,Rice,1,3,69,21.9,204480,69.1,3,4.0,5.333333333333333
21,41,13,3,1,2025-09-21T15:30:00Z,1.0,1.0,5,False,90,0,0,0,1,0,0,0,0,0,0,1,22,18.8,37.0,0.0,5.6,1,6,2,9,1,0.00,0.16,0.16,0.89,65,-86541,1005474,33687,120228,21,Rice,1,3,69,21.9,204480,69.1,4,1.0,4.25
21,58,15,9,0,2025-09-28T15:30:00Z,1.0,2.0,6,False,90,0,1,0,1,0,0,0,0,0,0,2,33,47.6,53.7,4.0,10.5,4,5,3,12,1,0.00,0.20,0.20,0.61,65,-69243,949283,28350,97593,21,Rice,1,3,69,21.9,204480,69.1,3,3.0,4.0
21,61,19,11,1,2025-10-04T14:00:00Z,2.0,0.0,7,False,78,1,0,1,0,0,0,0,0,0,0,3,45,45.6,40.4,23.0,10.9,2,3,0,5,1,0.32,0.12,0.44,0.36,65,62858,1033670,106096,43238,21,Rice,1,3,69,21.9,204480,69.1,3,9.0,4.6
21,74,10,3,0,2025-10-18T16:30:00Z,0.0,1.0,8,False,90,0,0,1,0,0,0,0,0,0,0,0,10,15.6,19.5,1.0,3.6,3,2,0,5,1,0.03,0.08,0.11,0.44,65,184365,1233335,249814,65449,21,Rice,1,3,69,21.9,204480,69.1,3,11.0,5.6
